Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
2023-11-11 04:16:38,2023-11-12 02:59:29,UTC+01:00,2023-11-11 11:36:55,2023-11-11 13:32:11,115,Weightlifting,10.3,504.0,163,111,41,14,17,3,0,false,,,
2023-11-10 02:02:56,2023-11-11 04:16:38,UTC+01:00,2023-11-10 15:51:29,2023-11-10 18:11:55,140,Weightlifting,11.1,567.0,175,111,57,12,11,5,0,false,,,
2023-11-09 01:51:38,2023-11-10 02:02:56,UTC+01:00,2023-11-09 11:31:42,2023-11-09 14:16:51,165,Weightlifting,11.9,797.0,161,116,37,42,12,1,0,false,,,
2023-11-08 01:02:53,2023-11-09 01:51:38,UTC+01:00,2023-11-08 22:21:00,2023-11-08 22:41:59,20,Activity,11.5,304.0,191,163,0,0,14,57,29,false,,,
2023-11-07 02:58:26,2023-11-08 01:02:53,UTC+01:00,2023-11-07 11:21:07,2023-11-07 13:27:45,126,Weightlifting,10.6,518.0,162,111,55,7,18,3,0,false,,,
2023-11-06 02:40:14,2023-11-07 02:58:26,UTC+01:00,2023-11-06 14:54:48,2023-11-06 16:57:19,122,Weightlifting,12.1,613.0,184,118,58,16,18,3,2,false,,,
2023-11-05 04:20:18,2023-11-06 02:40:14,UTC+01:00,2023-11-05 11:30:19,2023-11-05 13:43:54,133,Weightlifting,11.8,586.0,182,114,56,15,13,4,1,false,,,
2023-11-04 03:59:07,2023-11-05 04:20:18,UTC+01:00,2023-11-04 11:56:19,2023-11-04 14:28:18,151,Weightlifting,8.0,423.0,140,105,63,22,0,0,0,false,,,
2023-11-03 01:35:42,2023-11-04 03:59:07,UTC+01:00,2023-11-03 15:52:08,2023-11-03 17:43:10,111,Weightlifting,12.7,665.0,176,123,35,44,8,12,0,false,,,
2023-11-02 01:25:40,2023-11-03 01:35:42,UTC+01:00,2023-11-02 12:49:02,2023-11-02 14:41:52,112,Weightlifting,10.9,554.0,169,117,54,22,18,3,0,false,,,
2023-11-01 01:11:09,2023-11-02 01:25:40,UTC+01:00,2023-11-01 10:52:56,2023-11-01 13:05:42,132,Weightlifting,12.7,691.0,181,119,55,22,15,5,1,false,,,
2023-10-31 02:15:03,2023-11-01 01:11:09,UTC+01:00,2023-10-31 13:22:41,2023-10-31 15:35:14,132,Weightlifting,10.8,584.0,173,115,54,28,12,2,0,false,,,
2023-10-30 02:23:03,2023-10-31 02:15:03,UTC+01:00,2023-10-30 14:27:42,2023-10-30 16:07:47,100,Weightlifting,9.5,409.0,173,112,52,20,10,5,0,false,,,
2023-10-25 02:06:44,2023-10-26 01:37:09,UTC+02:00,2023-10-25 17:15:00,2023-10-25 17:52:29,37,Activity,10.7,408.0,176,146,0,9,64,27,0,false,,,
2023-10-25 02:06:44,2023-10-26 01:37:09,UTC+02:00,2023-10-25 08:38:24,2023-10-25 10:00:43,82,Weightlifting,6.6,254.0,153,103,48,8,13,0,0,false,,,
2023-10-24 01:34:54,2023-10-25 02:06:44,UTC+02:00,2023-10-24 12:38:27,2023-10-24 13:41:59,63,Weightlifting,6.8,265.0,147,112,45,54,0,0,0,false,,,
2023-10-23 00:55:06,2023-10-24 01:34:54,UTC+02:00,2023-10-23 08:32:37,2023-10-23 10:12:58,100,Weightlifting,8.7,394.0,155,110,57,15,13,0,0,false,,,
2023-10-22 04:46:58,2023-10-23 00:55:06,UTC+02:00,2023-10-22 11:30:07,2023-10-22 13:33:14,123,Weightlifting,10.8,572.0,162,114,51,31,9,3,0,false,,,
2023-10-20 02:01:35,2023-10-21 04:24:26,UTC+02:00,2023-10-20 07:56:08,2023-10-20 09:50:55,114,Weightlifting,7.0,336.0,137,103,45,26,0,0,0,false,,,
2023-10-19 01:51:28,2023-10-20 02:01:35,UTC+02:00,2023-10-19 11:30:00,2023-10-19 13:40:00,130,Functional Fitness,12.1,667.0,170,117,58,20,16,4,0,false,,,
2023-10-18 00:09:32,2023-10-19 01:51:28,UTC+02:00,2023-10-18 07:33:40,2023-10-18 09:40:20,126,Functional Fitness,12.6,704.0,170,118,46,28,11,9,0,false,,,
2023-10-17 02:28:50,2023-10-18 00:09:32,UTC+02:00,2023-10-17 11:33:18,2023-10-17 13:51:57,138,Weightlifting,11.4,643.0,172,113,54,18,17,1,0,false,,,
2023-10-16 02:08:33,2023-10-17 02:28:50,UTC+02:00,2023-10-16 14:39:10,2023-10-16 16:34:07,114,Weightlifting,11.3,652.0,164,120,32,46,19,1,0,false,,,
2023-10-15 02:46:19,2023-10-16 02:08:33,UTC+02:00,2023-10-15 12:13:01,2023-10-15 13:55:42,102,Weightlifting,10.4,530.0,155,118,47,28,22,0,0,false,,,
2023-10-14 04:22:25,2023-10-15 02:46:19,UTC+02:00,2023-10-14 12:09:50,2023-10-14 13:58:37,108,Weightlifting,11.2,579.0,156,118,48,22,26,0,0,false,,,
2023-10-12 01:29:00,2023-10-13 01:54:20,UTC+02:00,2023-10-12 12:02:20,2023-10-12 13:58:35,116,Weightlifting,10.0,493.0,159,110,41,16,15,2,0,false,,,
2023-10-11 03:06:57,2023-10-12 01:29:00,UTC+02:00,2023-10-11 08:01:58,2023-10-11 09:57:37,115,Weightlifting,10.6,582.0,168,116,46,38,11,1,0,false,,,
2023-10-10 02:06:19,2023-10-11 03:06:57,UTC+02:00,2023-10-10 11:15:00,2023-10-10 12:52:00,97,Weightlifting,8.4,409.0,142,112,51,38,3,0,0,false,,,
2023-10-09 01:19:17,2023-10-10 02:06:19,UTC+02:00,2023-10-09 18:40:30,2023-10-09 19:04:38,24,Basketball,7.1,210.0,155,134,4,19,74,0,0,false,,,
2023-10-09 01:19:17,2023-10-10 02:06:19,UTC+02:00,2023-10-09 07:46:43,2023-10-09 09:44:09,117,Weightlifting,10.8,585.0,173,116,56,24,15,2,0,false,,,
2023-10-08 01:34:53,2023-10-09 01:19:17,UTC+02:00,2023-10-08 11:40:16,2023-10-08 13:52:13,131,Weightlifting,9.6,481.0,180,107,52,19,5,2,0,false,,,
2023-10-07 04:55:45,2023-10-08 01:34:53,UTC+02:00,2023-10-07 17:30:00,2023-10-07 19:55:23,145,Weightlifting,11.2,647.0,181,113,57,31,5,2,0,false,,,
2023-10-06 02:44:59,2023-10-07 04:55:45,UTC+02:00,2023-10-06 15:37:30,2023-10-06 15:58:29,20,Basketball,9.2,243.0,172,148,5,11,30,54,0,false,,,
2023-10-05 00:20:16,2023-10-06 02:44:59,UTC+02:00,2023-10-05 10:45:57,2023-10-05 12:38:25,112,Weightlifting,9.6,483.0,175,111,44,31,5,3,0,false,,,
2023-10-04 01:07:13,2023-10-05 00:20:16,UTC+02:00,2023-10-04 07:55:26,2023-10-04 09:59:41,124,Weightlifting,10.4,564.0,172,113,45,30,9,3,0,false,,,
2023-10-03 01:00:56,2023-10-04 01:07:13,UTC+02:00,2023-10-03 20:13:30,2023-10-03 21:06:33,53,Weightlifting,4.9,122.0,127,100,55,13,0,0,0,false,,,
2023-10-03 01:00:56,2023-10-04 01:07:13,UTC+02:00,2023-10-03 11:22:09,2023-10-03 13:42:32,140,Weightlifting,8.9,486.0,147,108,62,25,3,0,0,false,,,
2023-10-02 00:36:50,2023-10-03 01:00:56,UTC+02:00,2023-10-02 09:01:44,2023-10-02 10:58:57,117,Weightlifting,10.0,541.0,172,114,41,48,2,3,0,false,,,
2023-09-29 01:29:47,2023-09-30 03:04:34,UTC+02:00,2023-09-29 07:39:27,2023-09-29 09:24:07,104,Weightlifting,9.3,459.0,171,113,47,35,4,3,0,false,,,
2023-09-28 02:10:35,2023-09-29 01:29:47,UTC+02:00,2023-09-28 11:21:16,2023-09-28 12:56:34,95,Weightlifting,9.9,513.0,174,119,31,58,7,2,0,false,,,
2023-09-27 01:13:20,2023-09-28 02:10:35,UTC+02:00,2023-09-27 07:49:41,2023-09-27 09:48:26,118,Weightlifting,11.1,619.0,177,118,42,38,16,2,0,false,,,
2023-09-26 01:56:44,2023-09-27 01:13:20,UTC+02:00,2023-09-26 11:29:06,2023-09-26 13:40:21,131,Weightlifting,11.6,746.0,171,121,28,52,19,0,0,false,,,
2023-09-25 02:22:44,2023-09-26 01:56:44,UTC+02:00,2023-09-25 08:58:12,2023-09-25 10:45:56,107,Weightlifting,8.9,451.0,173,113,40,49,1,1,0,false,,,
2023-09-24 03:09:19,2023-09-25 02:22:44,UTC+02:00,2023-09-24 11:54:19,2023-09-24 13:54:45,120,Weightlifting,7.8,391.0,165,106,46,29,1,1,0,false,,,
2023-09-22 01:39:48,2023-09-23 01:49:25,UTC+02:00,2023-09-22 17:38:45,2023-09-22 19:15:15,96,Weightlifting,11.9,655.0,178,127,25,41,32,2,0,false,,,
2023-09-21 02:36:26,2023-09-22 01:39:48,UTC+02:00,2023-09-21 11:34:09,2023-09-21 14:01:41,147,Weightlifting,11.8,736.0,179,118,40,48,11,1,0,false,,,
2023-09-20 01:37:40,2023-09-21 02:36:26,UTC+02:00,2023-09-20 14:42:27,2023-09-20 16:49:07,126,Weightlifting,9.4,508.0,165,113,53,40,2,1,0,false,,,
2023-09-19 02:28:05,2023-09-20 01:37:40,UTC+02:00,2023-09-19 11:20:30,2023-09-19 13:35:59,135,Weightlifting,9.8,538.0,176,112,48,29,9,1,0,false,,,
2023-09-18 03:06:19,2023-09-19 02:28:05,UTC+02:00,2023-09-18 16:15:30,2023-09-18 18:24:28,128,Weightlifting,10.3,609.0,147,117,38,48,13,0,0,false,,,
2023-09-17 02:52:15,2023-09-18 03:06:19,UTC+02:00,2023-09-17 11:50:00,2023-09-17 13:50:01,120,Weightlifting,12.3,781.0,179,126,15,57,27,1,0,false,,,
2023-09-16 02:51:47,2023-09-17 02:52:15,UTC+02:00,2023-09-16 20:36:00,2023-09-16 20:59:59,23,Activity,8.5,259.0,178,146,0,3,77,20,0,false,,,
2023-09-16 02:51:47,2023-09-17 02:52:15,UTC+02:00,2023-09-16 11:54:27,2023-09-16 13:52:36,118,Weightlifting,11.8,760.0,154,125,15,56,28,0,0,false,,,
2023-09-15 03:14:13,2023-09-16 02:51:47,UTC+02:00,2023-09-15 15:19:30,2023-09-15 17:59:01,159,Weightlifting,9.7,594.0,142,111,50,40,2,0,0,false,,,
2023-09-13 02:25:03,2023-09-14 11:33:49,UTC+02:00,2023-09-13 14:27:00,2023-09-13 16:17:59,110,Weightlifting,10.8,659.0,149,123,17,67,16,0,0,false,,,
2023-09-12 03:21:34,2023-09-13 02:25:03,UTC+02:00,2023-09-12 11:30:00,2023-09-12 13:20:32,110,Weightlifting,12.1,742.0,160,126,19,47,31,1,0,false,,,
2023-09-11 03:27:47,2023-09-12 03:21:34,UTC+02:00,2023-09-11 14:45:00,2023-09-11 16:25:04,100,Weightlifting,9.6,519.0,147,119,32,55,13,0,0,false,,,
2023-09-10 02:57:26,2023-09-11 03:27:47,UTC+02:00,2023-09-10 12:09:00,2023-09-10 13:51:26,102,Weightlifting,11.3,684.0,151,125,15,60,25,0,0,false,,,
2023-09-08 02:41:28,2023-09-09 05:14:24,UTC+02:00,2023-09-08 15:41:24,2023-09-08 17:27:29,106,Weightlifting,8.6,436.0,144,112,52,40,3,0,0,false,,,
2023-09-07 02:39:27,2023-09-08 02:41:28,UTC+02:00,2023-09-07 11:45:00,2023-09-07 13:40:00,115,Weightlifting,9.8,565.0,150,116,34,56,7,0,0,false,,,
2023-09-05 01:49:00,2023-09-06 00:26:02,UTC+02:00,2023-09-05 12:04:14,2023-09-05 13:29:39,85,Weightlifting,7.1,298.0,139,109,66,26,0,0,0,false,,,
2023-09-04 03:45:32,2023-09-05 01:49:00,UTC+02:00,2023-09-04 15:15:00,2023-09-04 17:03:15,108,Weightlifting,7.7,342.0,168,106,63,22,0,1,0,false,,,
2023-09-03 05:38:12,2023-09-04 03:45:32,UTC+02:00,2023-09-03 17:04:30,2023-09-03 18:53:59,109,Weightlifting,10.7,643.0,151,121,25,60,15,0,0,false,,,
2023-09-02 05:49:59,2023-09-03 05:38:12,UTC+02:00,2023-09-02 17:00:00,2023-09-02 18:30:00,90,Weightlifting,8.5,383.0,167,113,57,24,13,1,0,false,,,
2023-09-01 02:24:03,2023-09-02 05:49:59,UTC+02:00,2023-09-01 14:45:00,2023-09-01 16:07:00,82,Weightlifting,8.6,411.0,149,117,37,49,11,0,0,false,,,
2023-07-18 20:51:48,2023-07-20 00:55:09,UTC-04:00,2023-07-19 15:22:38,2023-07-19 16:33:27,70,Weightlifting,6.8,269.0,150,110,45,39,4,0,0,false,,,
2023-07-17 23:48:29,2023-07-18 20:51:48,UTC-04:00,2023-07-18 13:24:00,2023-07-18 13:47:59,23,Manual Labor,5.4,126.0,135,119,25,75,0,0,0,false,,,
2023-07-16 23:48:29,2023-07-17 23:48:29,UTC-04:00,2023-07-17 12:09:00,2023-07-17 14:07:29,118,Manual Labor,20.4,1854.0,203,169,1,1,11,32,55,false,,,
2023-07-13 23:49:09,2023-07-15 01:29:20,UTC-04:00,2023-07-15 00:21:00,2023-07-15 00:56:59,35,Activity,6.4,211.0,145,121,13,78,9,0,0,false,,,
2023-07-13 23:49:09,2023-07-15 01:29:20,UTC-04:00,2023-07-14 19:46:30,2023-07-14 20:14:59,28,Activity,7.0,222.0,149,130,4,53,43,0,0,false,,,
2023-07-11 01:07:51,2023-07-11 20:36:47,UTC-04:00,2023-07-11 09:22:53,2023-07-11 12:19:19,176,Manual Labor,6.5,366.0,130,95,42,9,0,0,0,true,30479.32,620.94,5.77
2023-07-11 01:07:51,2023-07-11 20:36:47,UTC-04:00,2023-07-11 06:42:30,2023-07-11 09:20:03,157,Manual Labor,8.8,485.0,142,108,76,19,0,0,0,false,,,
2023-07-10 00:00:00,2023-07-11 01:07:51,UTC-04:00,2023-07-10 14:15:17,2023-07-10 15:38:04,82,Weightlifting,11.9,642.0,161,131,7,41,48,2,0,false,,,
2023-05-13 01:48:22,2023-05-14 02:02:20,UTC-04:00,2023-05-13 19:53:08,2023-05-13 21:46:40,113,Activity,11.3,707.0,154,121,21,65,14,0,0,false,,,
2023-05-13 01:48:22,2023-05-14 02:02:20,UTC-04:00,2023-05-13 12:23:27,2023-05-13 13:39:35,76,Lacrosse,9.8,480.0,156,121,26,50,22,0,0,false,,,
2023-04-18 01:45:39,2023-04-19 01:24:21,UTC-04:00,2023-04-18 16:30:42,2023-04-18 17:56:44,86,Activity,12.0,666.0,163,128,14,45,39,2,0,false,,,
2023-04-17 02:06:52,2023-04-18 01:45:39,UTC-04:00,2023-04-17 15:25:25,2023-04-17 17:02:22,96,Lacrosse,11.0,641.0,153,124,15,56,29,0,0,false,,,
2023-04-15 02:06:09,2023-04-16 01:11:36,UTC-04:00,2023-04-15 17:03:44,2023-04-15 19:08:51,125,Lacrosse,13.6,981.0,168,130,10,42,46,2,0,false,,,
2023-04-14 01:12:25,2023-04-15 02:06:09,UTC-04:00,2023-04-14 17:00:32,2023-04-14 19:19:24,138,Lacrosse,15.3,1220.0,173,135,5,36,47,12,0,false,,,
2023-04-12 23:46:34,2023-04-14 01:12:25,UTC-04:00,2023-04-13 15:29:36,2023-04-13 17:02:09,92,Lacrosse,10.4,553.0,154,122,28,45,27,0,0,false,,,
2023-04-12 00:02:50,2023-04-12 23:46:34,UTC-04:00,2023-04-12 12:49:09,2023-04-12 14:32:43,103,Lacrosse,10.6,583.0,166,119,31,39,27,0,0,false,,,
2023-04-11 00:44:10,2023-04-12 00:02:50,UTC-04:00,2023-04-11 20:07:56,2023-04-11 20:44:25,36,Basketball,7.6,215.0,169,118,14,16,22,13,0,false,,,
2023-04-11 00:44:10,2023-04-12 00:02:50,UTC-04:00,2023-04-11 16:19:02,2023-04-11 18:06:16,107,Lacrosse,13.6,893.0,170,133,5,42,45,8,0,false,,,
2022-11-17 00:30:20,2022-11-18 00:31:20,UTC-05:00,2022-11-17 15:54:43,2022-11-17 17:43:43,109,Activity,9.9,538.0,158,116,38,48,12,0,0,false,,,
2022-11-14 23:08:34,2022-11-15 23:28:58,UTC-05:00,2022-11-15 15:36:31,2022-11-15 17:22:27,105,Activity,10.5,625.0,153,121,17,68,14,0,0,false,,,
2022-11-03 00:23:30,2022-11-03 23:49:04,UTC-04:00,2022-11-03 15:42:58,2022-11-03 17:43:08,120,Football,9.8,552.0,163,118,29,61,8,1,0,false,,,
2022-09-16 00:11:30,2022-09-17 00:52:53,UTC-04:00,2022-09-16 19:18:57,2022-09-16 19:52:08,33,Activity,8.6,296.0,170,138,1,30,54,15,0,false,,,
2022-08-18 23:24:18,2022-08-19 23:28:57,UTC-04:00,2022-08-19 17:00:00,2022-08-19 17:58:00,58,HIIT,12.5,519.0,178,133,9,14,27,34,2,false,,,
2022-08-17 23:24:18,2022-08-18 23:24:18,UTC-04:00,2022-08-18 16:30:00,2022-08-18 17:15:00,45,HIIT,9.5,376.0,152,129,2,18,68,0,0,false,,,
2022-08-17 00:35:23,2022-08-17 23:24:18,UTC-04:00,2022-08-17 17:25:00,2022-08-17 18:20:00,55,HIIT,13.2,554.0,174,139,4,19,20,47,0,false,,,
2022-08-12 23:01:17,2022-08-14 00:00:00,UTC-04:00,2022-08-13 16:28:59,2022-08-13 17:01:45,32,Golf,8.6,300.0,157,135,6,27,65,2,0,false,,,
2022-08-10 23:18:59,2022-08-11 23:08:59,UTC-04:00,2022-08-11 16:38:13,2022-08-11 16:56:37,18,Golf,8.2,206.0,163,146,4,14,35,47,0,false,,,
2022-08-08 23:33:39,2022-08-09 19:08:06,UTC-04:00,2022-08-09 16:42:27,2022-08-09 17:00:13,17,Golf,8.3,195.0,169,144,7,24,19,50,0,false,,,
2022-08-06 00:00:00,2022-08-07 01:25:22,UTC-04:00,2022-08-06 16:30:00,2022-08-06 21:00:00,270,Pickleball,15.2,1343.0,168,114,48,26,10,7,0,false,,,
2022-07-31 23:20:30,2022-08-01 23:13:34,UTC-04:00,2022-08-01 18:37:47,2022-08-01 19:12:53,35,Golf,10.4,332.0,174,137,19,20,19,42,0,false,,,
2022-07-31 23:20:30,2022-08-01 23:13:34,UTC-04:00,2022-08-01 15:00:00,2022-08-01 16:15:00,75,Functional Fitness,5.7,207.0,139,96,32,21,0,0,0,false,,,
2022-07-31 23:20:30,2022-08-01 23:13:34,UTC-04:00,2022-08-01 06:30:00,2022-08-01 14:30:00,480,Manual Labor,10.2,1009.0,132,91,38,7,0,0,0,false,,,
2022-07-31 01:50:52,2022-07-31 23:20:30,UTC-04:00,2022-07-31 12:44:47,2022-07-31 13:23:34,38,Golf,8.8,339.0,158,133,2,42,55,1,0,false,,,
2022-07-30 00:22:21,2022-07-31 01:50:52,UTC-04:00,2022-07-30 18:30:00,2022-07-30 20:07:00,97,Golf,8.7,409.0,152,109,43,25,15,0,0,false,,,
2022-07-29 00:00:00,2022-07-30 00:22:21,UTC-04:00,2022-07-29 10:00:00,2022-07-29 14:00:00,240,Manual Labor,10.2,740.0,136,103,53,23,0,0,0,false,,,
2022-07-28 00:00:00,2022-07-29 00:00:00,UTC-04:00,2022-07-28 15:45:00,2022-07-28 17:45:00,120,Golf,8.3,430.0,144,107,60,31,1,0,0,false,,,
2022-07-28 00:00:00,2022-07-29 00:00:00,UTC-04:00,2022-07-28 06:30:00,2022-07-28 14:30:00,480,Manual Labor,13.3,1417.0,135,101,56,18,0,0,0,false,,,
2022-07-27 01:44:29,2022-07-28 00:00:00,UTC-04:00,2022-07-27 14:30:20,2022-07-27 15:42:41,72,Golf,7.7,321.0,149,113,55,24,12,0,0,true,7020.14,62.75,-40.04
2022-07-27 01:44:29,2022-07-28 00:00:00,UTC-04:00,2022-07-27 13:00:00,2022-07-27 14:15:00,75,Functional Fitness,7.4,312.0,145,111,48,39,6,0,0,false,,,
2022-07-22 02:26:53,2022-07-23 01:08:11,UTC-04:00,2022-07-22 15:03:00,2022-07-22 19:03:00,240,Golf,10.5,757.0,143,103,51,27,1,0,0,false,,,
2022-07-21 01:08:47,2022-07-22 02:26:53,UTC-04:00,2022-07-21 14:00:00,2022-07-21 15:30:00,90,Functional Fitness,8.2,377.0,155,113,38,43,9,0,0,false,,,
2022-07-19 23:59:48,2022-07-21 01:08:47,UTC-04:00,2022-07-20 16:45:55,2022-07-20 19:58:27,192,Golf,12.8,875.0,165,114,50,30,12,2,0,true,6795.32,29.83,-14.19
2022-07-15 01:21:53,2022-07-17 00:00:00,UTC-04:00,2022-07-15 07:45:00,2022-07-15 10:45:00,180,Golf,4.9,280.0,127,100,71,10,0,0,0,false,,,
2022-07-13 00:59:37,2022-07-14 02:07:12,UTC-04:00,2022-07-13 17:00:00,2022-07-13 18:15:00,75,Functional Fitness,6.6,264.0,141,105,44,36,1,0,0,false,,,
2022-07-12 00:43:28,2022-07-13 00:59:37,UTC-04:00,2022-07-12 14:45:00,2022-07-12 16:20:00,95,Functional Fitness,11.5,691.0,156,125,8,77,15,0,0,false,,,
2022-07-10 01:34:34,2022-07-11 00:11:04,UTC-04:00,2022-07-10 14:28:06,2022-07-10 15:02:07,34,Golf,8.3,301.0,150,133,1,32,67,0,0,false,,,
2022-07-02 01:21:50,2022-07-03 01:32:09,UTC-06:00,2022-07-02 19:03:02,2022-07-02 20:06:58,63,Activity,14.1,686.0,177,143,6,28,22,42,2,false,,,
2022-07-02 01:21:50,2022-07-03 01:32:09,UTC-06:00,2022-07-02 12:51:01,2022-07-02 14:21:53,90,Hiking,15.9,1012.0,187,145,0,24,48,18,10,false,,,
2022-06-29 23:41:22,2022-06-30 23:41:22,UTC-04:00,2022-06-30 16:07:43,2022-06-30 16:41:09,33,Golf,8.9,316.0,158,136,4,18,74,4,0,false,,,
2022-06-28 00:31:01,2022-06-29 01:02:37,UTC-04:00,2022-06-28 21:25:04,2022-06-28 21:50:09,25,Basketball,8.8,254.0,166,140,12,9,57,22,0,false,,,
2022-06-28 00:31:01,2022-06-29 01:02:37,UTC-04:00,2022-06-28 19:09:24,2022-06-28 19:28:10,18,Golf,7.4,193.0,158,141,2,16,76,6,0,false,,,
2022-06-26 23:48:50,2022-06-28 00:31:01,UTC-04:00,2022-06-27 16:13:15,2022-06-27 18:40:33,147,Golf,11.8,729.0,157,114,56,30,12,1,0,false,,,
2022-06-26 01:03:47,2022-06-26 23:48:50,UTC-04:00,2022-06-26 19:41:08,2022-06-26 20:14:43,33,Golf,8.5,299.0,155,134,4,32,64,0,0,false,,,
2022-06-25 00:39:10,2022-06-26 01:03:47,UTC-04:00,2022-06-25 09:05:00,2022-06-25 10:05:00,60,Functional Fitness,6.0,210.0,138,102,43,31,0,0,0,false,,,
2022-06-24 00:24:59,2022-06-25 00:39:10,UTC-04:00,2022-06-24 16:10:00,2022-06-24 17:50:00,100,Functional Fitness,8.4,425.0,147,108,38,44,3,0,0,false,,,
2022-06-21 00:55:35,2022-06-22 00:09:28,UTC-04:00,2022-06-21 16:14:12,2022-06-21 17:08:02,53,Functional Fitness,7.4,265.0,174,113,44,35,11,3,0,false,,,
2022-06-20 03:00:00,2022-06-21 00:55:35,UTC-04:00,2022-06-20 14:45:00,2022-06-20 15:34:00,49,Functional Fitness,6.2,202.0,148,111,47,38,6,0,0,false,,,
2022-06-17 23:34:46,2022-06-19 00:00:00,UTC-04:00,2022-06-18 14:00:00,2022-06-18 15:00:00,60,Functional Fitness,7.0,259.0,161,111,37,45,5,1,0,false,,,
2022-06-17 01:01:45,2022-06-17 23:34:46,UTC-04:00,2022-06-17 14:56:36,2022-06-17 15:48:37,52,Functional Fitness,8.1,307.0,165,119,26,50,12,7,0,false,,,
2022-06-16 00:07:30,2022-06-17 01:01:45,UTC-04:00,2022-06-16 12:21:42,2022-06-16 13:10:24,48,Functional Fitness,8.4,316.0,172,124,16,53,22,7,0,false,,,
2022-06-15 00:10:18,2022-06-16 00:07:30,UTC-04:00,2022-06-15 12:00:00,2022-06-15 13:05:00,65,Functional Fitness,9.1,399.0,183,123,15,49,25,5,0,false,,,
2022-06-12 00:48:54,2022-06-12 23:42:19,UTC-04:00,2022-06-12 18:25:34,2022-06-12 18:54:33,28,Basketball,9.8,309.0,170,144,3,19,52,26,0,false,,,
2022-06-09 23:54:13,2022-06-11 00:42:38,UTC-04:00,2022-06-10 16:08:05,2022-06-10 16:36:19,28,Golf,8.3,270.0,158,139,2,9,88,1,0,false,,,
2022-06-09 23:54:13,2022-06-11 00:42:38,UTC-04:00,2022-06-10 15:00:00,2022-06-10 16:00:00,60,Functional Fitness,6.0,196.0,138,108,56,33,1,0,0,false,,,
2022-06-09 00:05:15,2022-06-09 23:54:13,UTC-04:00,2022-06-09 19:25:42,2022-06-09 20:00:58,35,Basketball,11.0,374.0,178,144,7,8,60,22,2,false,,,
2022-05-26 00:40:14,2022-05-27 00:41:26,UTC-04:00,2022-05-26 04:30:00,2022-05-26 05:30:00,60,Hiking,9.0,344.0,170,117,43,25,15,9,0,false,,,
2022-05-25 00:32:28,2022-05-26 00:40:14,UTC-04:00,2022-05-25 18:00:12,2022-05-25 18:51:44,51,Activity,11.0,476.0,173,136,2,35,54,9,0,false,,,
2022-05-20 00:52:05,2022-05-20 23:49:08,UTC-04:00,2022-05-20 16:02:38,2022-05-20 18:20:19,137,Lacrosse,14.6,1141.0,173,132,9,38,47,6,0,false,,,
2022-05-15 00:39:55,2022-05-16 00:18:36,UTC-04:00,2022-05-15 13:43:27,2022-05-15 14:40:50,57,Functional Fitness,10.7,441.0,168,131,14,36,32,16,0,false,,,
2022-05-14 00:26:35,2022-05-15 00:39:55,UTC-04:00,2022-05-14 15:13:26,2022-05-14 17:09:41,116,Lacrosse,16.1,1217.0,173,144,2,17,52,29,0,false,,,
2022-05-13 00:14:37,2022-05-14 00:26:35,UTC-04:00,2022-05-13 16:14:48,2022-05-13 18:59:23,164,Lacrosse,17.1,1581.0,173,139,4,29,43,24,0,false,,,
